nct_id,brief_title,official_title,phase,overall_status,start_date,primary_completion_date,completion_date,first_posted_date,last_update_date,enrollment,enrollment_type,lead_sponsor,lead_sponsor_class,conditions,primary_purpose,allocation,intervention_model,masking,sex,minimum_age,maximum_age,healthy_volunteers,brief_summary,start_date_parsed,pharmacological_interventions,primary_outcome_measures,primary_outcome_timeframes,primary_outcome_descriptions,review_text,include_signal,exclude_signal,primary_outcome_text,direct_weight_outcome_signal,same_programme_weight_evidence_signal,development_context_signal,development_enabling_signal,positive_obesity_signal,review_category,auto_review_category,final_decision,final_decision_reason,final_decision_source,phase_group,phase_order,status_group,lead_sponsor_clean,sponsor_class_clean,focal_therapy_pair_count,focal_source_label_count,focal_identity_count,verified_mechanism_pair_count,multi_focal_trial,start_date_raw,start_year,start_month,start_day,start_date_precision,year_display,start_date_exact_for_comparison,start_timing_vs_snapshot,started_by_snapshot_conservative
NCT02476019,"A Safety, Tolerability, PK, and PD Study of Once Weekly ISIS-FGFR4RX SC in Obese Patients","A Double Blind, Randomized, Placebo-controlled, Single Center, Phase 2a Study to Determine the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 463588 (ISIS-FGFR4RX, an Antisense Inhibitor of Fibroblast Growth Factor Receptor 4) Administered Subcutaneously Once Weekly for 13 Weeks in Obese Patients",PHASE2,COMPLETED,2015-06,,,2015-06-19,2018-06-25,13.0,ACTUAL,"Ionis Pharmaceuticals, Inc.",INDUSTRY,Obesity,TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,18 Years,65 Years,False,"The purpose of this study is to to evaluate the safety, tolerability, pharmacokinetics, and pharmacodynamics of ISIS-FGFR4RX.",2015-06-01,ISIS-FGFR4RX; Placebo,Energy Expenditure using both room calorimetry and hood (metabolic cart) calorimetry,From baseline to the average of weeks 14 and 16,"As measured by:

* Resting Metabolic rate (kcal/min)
* Resting metabolic rate adjusted for changes in body composition (kcal/min)
* Resting fat oxidation (grams/24 hr)","a safety, tolerability, pk, and pd study of once weekly isis-fgfr4rx sc in obese patients a double blind, randomized, placebo-controlled, single center, phase 2a study to determine the safety, tolerability, pharmacokinetics, and pharmacodynamics of isis 463588 (isis-fgfr4rx, an antisense inhibitor of fibroblast growth factor receptor 4) administered subcutaneously once weekly for 13 weeks in obese patients obesity the purpose of this study is to to evaluate the safety, tolerability, pharmacokinetics, and pharmacodynamics of isis-fgfr4rx. isis-fgfr4rx; placebo energy expenditure using both room calorimetry and hood (metabolic cart) calorimetry as measured by:

* resting metabolic rate (kcal/min)
* resting metabolic rate adjusted for changes in body composition (kcal/min)
* resting fat oxidation (grams/24 hr)",False,False,"energy expenditure using both room calorimetry and hood (metabolic cart) calorimetry as measured by:

* resting metabolic rate (kcal/min)
* resting metabolic rate adjusted for changes in body composition (kcal/min)
* resting fat oxidation (grams/24 hr)",False,False,True,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,ISIS-FGFR4Rx was explicitly developed by Ionis/Isis as a peripherally acting obesity drug.,MANUAL_REVIEW,Phase 2,4,Completed,"Ionis Pharmaceuticals, Inc.",INDUSTRY,1,1,1,0,False,2015-06,2015,6,,MONTH,2015,,BEFORE_SNAPSHOT,True
NCT03198767,Effects of Carbohydrate in Diet and Supplements on the Gastrointestinal Tolerability of LIK066,"A Randomized, Open Label, Two-part, Three-period, Cross Over Study to Investigate the Effects of Carbohydrate in Diet and to Evaluate Supplements on the Gastrointestinal Tolerability of LIK066 in Overweight or Obese Subjects",PHASE2,COMPLETED,2017-06-21,2017-09-04,2017-09-04,2017-06-26,2021-01-05,54.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,Obesity,BASIC_SCIENCE,RANDOMIZED,CROSSOVER,NONE,ALL,18 Years,65 Years,True,The purpose of this study was to determine if LIK066 taken with a meal containing low carbohydrate is associated with less diarrhea compared to a high carbohydrate meal and to assess the potential effects of supplements such as psyllium or calcium carbonate on alleviating diarrhea associated with LIK066.,2017-06-21,LIK066,Number of Episodes of Diarrhea (Part A and Part B),24 hours on Day 3 of each treatment period,"Episodes of diarrhea is defined as the total number of stools with a Bristol Stool Chart (BSC) Score of 6 or 7 on day 3 of each treatment period. BSC is frequently used as a measure of consistency, and a score of 6 or 7 (pourable or watery stool) is considered abnormal.","effects of carbohydrate in diet and supplements on the gastrointestinal tolerability of lik066 a randomized, open label, two-part, three-period, cross over study to investigate the effects of carbohydrate in diet and to evaluate supplements on the gastrointestinal tolerability of lik066 in overweight or obese subjects obesity the purpose of this study was to determine if lik066 taken with a meal containing low carbohydrate is associated with less diarrhea compared to a high carbohydrate meal and to assess the potential effects of supplements such as psyllium or calcium carbonate on alleviating diarrhea associated with lik066. lik066 number of episodes of diarrhea (part a and part b) episodes of diarrhea is defined as the total number of stools with a bristol stool chart (bsc) score of 6 or 7 on day 3 of each treatment period. bsc is frequently used as a measure of consistency, and a score of 6 or 7 (pourable or watery stool) is considered abnormal.",False,False,"number of episodes of diarrhea (part a and part b) episodes of diarrhea is defined as the total number of stools with a bristol stool chart (bsc) score of 6 or 7 on day 3 of each treatment period. bsc is frequently used as a measure of consistency, and a score of 6 or 7 (pourable or watery stool) is considered abnormal.",False,True,False,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,LIK066 was a Novartis obesity/weight-loss development programme; this tolerability study is programme-supporting.,MANUAL_REVIEW,Phase 2,4,Completed,Novartis Pharmaceuticals,INDUSTRY,1,1,1,1,False,2017-06-21,2017,6,21,DAY,2017,2017-06-21,BEFORE_SNAPSHOT,True
NCT03926052,Cognitive-Behavioral and Pharmacologic (LDX) Treatment of Binge-Eating Disorder and Obesity: Maintenance Treatment,Cognitive-Behavioral and Pharmacologic (LDX) Treatment of Binge-Eating Disorder and Obesity,PHASE3,COMPLETED,2019-08-07,2024-11-18,2024-11-18,2019-04-24,2025-12-17,61.0,ACTUAL,Yale University,OTHER,Binge-Eating Disorder; Obesity,TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,18 Years,64 Years,False,"This study will test the effectiveness of lisdexamfetamine (LDX) medication as a maintenance therapy for the treatment of binge-eating disorder (BED) in patients with obesity. This is a controlled test of whether, amongst responders to acute treatments, LDX medication results in superior maintenance and longer-term outcomes compared with placebo.",2019-08-07,Lisdexamfetamine Dimesylate; Placebo,Binge-Eating Relapse,12 weeks; 6-month follow-up; 12 month follow-up,Relapse will be scored as a yes/no (categorical variable); this categorical variable will be based on frequency of binge-eating episodes assessed using the Eating Disorder Examination interview; Relapse category will be defined as ≥4 binge-eating episodes per month.,"cognitive-behavioral and pharmacologic (ldx) treatment of binge-eating disorder and obesity: maintenance treatment cognitive-behavioral and pharmacologic (ldx) treatment of binge-eating disorder and obesity binge-eating disorder; obesity this study will test the effectiveness of lisdexamfetamine (ldx) medication as a maintenance therapy for the treatment of binge-eating disorder (bed) in patients with obesity. this is a controlled test of whether, amongst responders to acute treatments, ldx medication results in superior maintenance and longer-term outcomes compared with placebo. lisdexamfetamine dimesylate; placebo binge-eating relapse relapse will be scored as a yes/no (categorical variable); this categorical variable will be based on frequency of binge-eating episodes assessed using the eating disorder examination interview; relapse category will be defined as ≥4 binge-eating episodes per month.",False,False,binge-eating relapse relapse will be scored as a yes/no (categorical variable); this categorical variable will be based on frequency of binge-eating episodes assessed using the eating disorder examination interview; relapse category will be defined as ≥4 binge-eating episodes per month.,False,True,False,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,Trial explicitly treats the combined BED/obesity phenotype and states that sustained treatment should promote weight loss alongside BED control.,MANUAL_REVIEW,Phase 3,6,Completed,Yale University,OTHER,1,1,1,1,False,2019-08-07,2019,8,7,DAY,2019,2019-08-07,BEFORE_SNAPSHOT,True
NCT06792955,The Evaluation of Bioequivalence Between a Single-dose Pen and a Multi-dose Pen of HRS9531 Injection Solution,"A Single-center, Single-dose, Randomized, Open-label, Single-period, Parallel Bioequivalence Study of HRS9531 Injection Solution in Multi-dose Pens and Single-dose Pens in Overweight/Obese Subjects",PHASE1,COMPLETED,2025-02-11,2025-06-06,2025-06-06,2025-01-27,2025-06-12,120.0,ACTUAL,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,Overweight/Obesity,TREATMENT,RANDOMIZED,PARALLEL,NONE,ALL,18 Years,45 Years,False,The study is being conducted to evaluate the bioequivalence between a single-dose pen and a multi-dose pen of HRS9531 injection solution.,2025-02-11,HRS9531 injection,The maximum plasma concentration (Cmax); Area under the concentration curve from time 0 to the last quantifiable concentration (AUClast); Area under the concentration curve from time 0 to extrapolated infinite time (AUCinf),Post-dose at day 1 to day 43.,,"the evaluation of bioequivalence between a single-dose pen and a multi-dose pen of hrs9531 injection solution a single-center, single-dose, randomized, open-label, single-period, parallel bioequivalence study of hrs9531 injection solution in multi-dose pens and single-dose pens in overweight/obese subjects overweight/obesity the study is being conducted to evaluate the bioequivalence between a single-dose pen and a multi-dose pen of hrs9531 injection solution. hrs9531 injection the maximum plasma concentration (cmax); area under the concentration curve from time 0 to the last quantifiable concentration (auclast); area under the concentration curve from time 0 to extrapolated infinite time (aucinf) ",False,False,the maximum plasma concentration (cmax); area under the concentration curve from time 0 to the last quantifiable concentration (auclast); area under the concentration curve from time 0 to extrapolated infinite time (aucinf) ,False,True,True,True,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 1,2,Completed,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,1,1,1,1,False,2025-02-11,2025,2,11,DAY,2025,2025-02-11,BEFORE_SNAPSHOT,True
NCT02458313,Nicotinic Agonist Effects on BMI and Neuronal Response,Nicotinic Agonist Effects on BMI and Neuronal Response in Overweight/Obese Adults,PHASE1,COMPLETED,2016-04-14,2021-12-13,2021-12-13,2015-06-01,2023-06-12,61.0,ACTUAL,"University of Colorado, Denver",OTHER,Obesity,OTHER,RANDOMIZED,PARALLEL,DOUBLE,ALL,21 Years,65 Years,True,"Obesity is a serious and growing health problem in the United States. Obesity is associated with health problems such as type-2 diabetes and cardiovascular disease, leading to decreased quality of life and increased mortality. Given the health and quality-of-life effects of obesity, developing effective treatments clearly is an important goal.

This study plans to learn more about the effects of an investigational new drug (DMXB-A (3-(2,4-dimethoxybenzylidene anabaseine)) and its effects on obesity. The study drug has similar effects to nicotine. Since nicotine has been found to affect appetite, the investigators are interested in studying effects of the study drug, which has some similarities to nicotine, on how your brain responds to such things as pictures of food. The study drug has not been approved by the Food and Drug Administration (FDA), and is considered experimental.",2016-04-14,DMXB-A,Neuronal Response to Visual Food Cues; Resting-state Neuronal Response,14 weeks,Neuronal response (insula) while viewing visual food cues; Neuronal response (default mode network) during rest,"nicotinic agonist effects on bmi and neuronal response nicotinic agonist effects on bmi and neuronal response in overweight/obese adults obesity obesity is a serious and growing health problem in the united states. obesity is associated with health problems such as type-2 diabetes and cardiovascular disease, leading to decreased quality of life and increased mortality. given the health and quality-of-life effects of obesity, developing effective treatments clearly is an important goal.

this study plans to learn more about the effects of an investigational new drug (dmxb-a (3-(2,4-dimethoxybenzylidene anabaseine)) and its effects on obesity. the study drug has similar effects to nicotine. since nicotine has been found to affect appetite, the investigators are interested in studying effects of the study drug, which has some similarities to nicotine, on how your brain responds to such things as pictures of food. the study drug has not been approved by the food and drug administration (fda), and is considered experimental. dmxb-a neuronal response to visual food cues; resting-state neuronal response neuronal response (insula) while viewing visual food cues; neuronal response (default mode network) during rest",False,False,neuronal response to visual food cues; resting-state neuronal response neuronal response (insula) while viewing visual food cues; neuronal response (default mode network) during rest,False,False,False,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,"Investigational nicotinic agonist study explicitly designed to test drug effects on obesity, including body weight/fat-mass outcomes.",MANUAL_REVIEW,Phase 1,2,Completed,"University of Colorado, Denver",OTHER,1,1,1,1,False,2016-04-14,2016,4,14,DAY,2016,2016-04-14,BEFORE_SNAPSHOT,True
NCT05564117,Research Study Looking at How Well Semaglutide Tablets Taken Once Daily Work in People Who Have a Body Weight Above the Healthy Range,Efficacy and Safety of Oral Semaglutide 25 mg Once Daily in Adults With Overweight or Obesity,PHASE3,COMPLETED,2022-10-11,2024-04-18,2024-05-07,2022-10-03,2026-02-25,307.0,ACTUAL,Novo Nordisk A/S,INDUSTRY,Overweight; Obesity,TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,18 Years,,False,"This study will look how well semaglutide tablets taken once daily helps people with body weight above the healthy range. Participants will either get semaglutide 25 milligram (mg) once daily or placebo once daily. This study will last for 72 weeks, which includes 1-week screening period, 64 weeks of treatment period and 7 weeks of follow up period.",2022-10-11,Placebo semaglutide; Semaglutide,Percentage Change in Body Weight; Number of Participants Who Achieved Body Weight Reduction Greater Than or Equal to (≥) 5% (Yes/No),"Baseline (week 0), end of treatment (week 64); At end of treatment (week 64)","Percentage change in body weight from baseline (week 0) to end of treatment (week 64) is presented.; Number of participants who achieved ≥5% body weight reduction at the end of treatment (week 64) from baseline (week 0) is presented. In the reported data, 'Yes' infers the number of participants who have achieved greater than or equal to 5% weight reduction, whereas 'No' infers the number of participants who have not achieved greater than or equal to 5% weight reduction.","research study looking at how well semaglutide tablets taken once daily work in people who have a body weight above the healthy range efficacy and safety of oral semaglutide 25 mg once daily in adults with overweight or obesity overweight; obesity this study will look how well semaglutide tablets taken once daily helps people with body weight above the healthy range. participants will either get semaglutide 25 milligram (mg) once daily or placebo once daily. this study will last for 72 weeks, which includes 1-week screening period, 64 weeks of treatment period and 7 weeks of follow up period. placebo semaglutide; semaglutide percentage change in body weight; number of participants who achieved body weight reduction greater than or equal to (≥) 5% (yes/no) percentage change in body weight from baseline (week 0) to end of treatment (week 64) is presented.; number of participants who achieved ≥5% body weight reduction at the end of treatment (week 64) from baseline (week 0) is presented. in the reported data, 'yes' infers the number of participants who have achieved greater than or equal to 5% weight reduction, whereas 'no' infers the number of participants who have not achieved greater than or equal to 5% weight reduction.",True,False,"percentage change in body weight; number of participants who achieved body weight reduction greater than or equal to (≥) 5% (yes/no) percentage change in body weight from baseline (week 0) to end of treatment (week 64) is presented.; number of participants who achieved ≥5% body weight reduction at the end of treatment (week 64) from baseline (week 0) is presented. in the reported data, 'yes' infers the number of participants who have achieved greater than or equal to 5% weight reduction, whereas 'no' infers the number of participants who have not achieved greater than or equal to 5% weight reduction.",True,True,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 3,6,Completed,Novo Nordisk A/S,INDUSTRY,1,1,1,1,False,2022-10-11,2022,10,11,DAY,2022,2022-10-11,BEFORE_SNAPSHOT,True
NCT06811324,Effects of Tirzepatide on Muscle and Vascular Health in Obese Older Adults,The Effects of Tirzepatide Use on Muscle and Vascular Function Among Obese Older Adults,PHASE2,RECRUITING,2026-04-01,2027-04-01,2027-06-01,2025-02-06,2026-04-15,20.0,ESTIMATED,The University of Texas Health Science Center at San Antonio,OTHER,Obesity Prevention; Sarcopenia in Elderly; Cardiovascular Function; GLP - 1; Weight Loss,OTHER,,SINGLE_GROUP,NONE,ALL,50 Years,,False,"Obesity and type 2 diabetes mellitus (T2DM) represent major public health concerns in the aging community. Tirzepatide, a novel dual glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1) receptor agonist recently approved for the treatment of T2DM and obesity has been shown to be effective at reducing weight, improving markers of T2DM control, and improving cardiovascular health. Utilization of tirzepatide among older adults has been on the rise since FDA approval was issued, however the effects of tirzepatide use on functional outcomes in older adults with obesity are not well established. Recent studies show that weight loss caused by tirzepatide may be driven by substantial loss of lean muscle mass, which may contribute to weakness and frailty, particularly among older adults. The proposed pilot study aims to evaluate how treatment with tirzepatide for 6 months affects muscle mass and function among older adults, and if changes in muscle mass are linked to changes in functional status over the same time period.",2026-04-01,Tirzepatide,Appendicular lean muscle mass; Muscle Strength; Lower Extremity Functional Capacity,6 months,Appendicular lean muscle mass assessed at baseline and at 6-month follow-up by dual-energy X-ray absorptiometry (DEXA); Muscle strength assessed by isokinetic and isometric testing using Biodex dynamometry at baseline and at 6-month follow-up.; Functional capacity will be measured using the 6-minute walk test (6MWT) at baseline and 6-month follow up visit.,"effects of tirzepatide on muscle and vascular health in obese older adults the effects of tirzepatide use on muscle and vascular function among obese older adults obesity prevention; sarcopenia in elderly; cardiovascular function; glp - 1; weight loss obesity and type 2 diabetes mellitus (t2dm) represent major public health concerns in the aging community. tirzepatide, a novel dual glucose-dependent insulinotropic polypeptide (gip) and glucagon-like peptide-1 (glp-1) receptor agonist recently approved for the treatment of t2dm and obesity has been shown to be effective at reducing weight, improving markers of t2dm control, and improving cardiovascular health. utilization of tirzepatide among older adults has been on the rise since fda approval was issued, however the effects of tirzepatide use on functional outcomes in older adults with obesity are not well established. recent studies show that weight loss caused by tirzepatide may be driven by substantial loss of lean muscle mass, which may contribute to weakness and frailty, particularly among older adults. the proposed pilot study aims to evaluate how treatment with tirzepatide for 6 months affects muscle mass and function among older adults, and if changes in muscle mass are linked to changes in functional status over the same time period. tirzepatide appendicular lean muscle mass; muscle strength; lower extremity functional capacity appendicular lean muscle mass assessed at baseline and at 6-month follow-up by dual-energy x-ray absorptiometry (dexa); muscle strength assessed by isokinetic and isometric testing using biodex dynamometry at baseline and at 6-month follow-up.; functional capacity will be measured using the 6-minute walk test (6mwt) at baseline and 6-month follow up visit.",True,False,appendicular lean muscle mass; muscle strength; lower extremity functional capacity appendicular lean muscle mass assessed at baseline and at 6-month follow-up by dual-energy x-ray absorptiometry (dexa); muscle strength assessed by isokinetic and isometric testing using biodex dynamometry at baseline and at 6-month follow-up.; functional capacity will be measured using the 6-minute walk test (6mwt) at baseline and 6-month follow up visit.,False,False,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 2,4,Active / recruiting,The University of Texas Health Science Center at San Antonio,OTHER,1,1,1,1,False,2026-04-01,2026,4,1,DAY,2026 YTD,2026-04-01,BEFORE_SNAPSHOT,True
NCT07765160,Clinical Trials of IBI3040 in Healthy Participants and Overweight or Obese Participants,"A Phase I Clinical Trial Evaluating the Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Characteristics of a Single Subcutaneous Administration of IBI3040 in Healthy Participants and Multiple Subcutaneous Administrations in Overweight or Obese Participants",PHASE1,NOT_YET_RECRUITING,2026-08-30,2027-11-10,2027-12-10,2026-08-14,2026-08-14,96.0,ESTIMATED,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Healthy Participants; Overweight or Obese Participants,TREATMENT,RANDOMIZED,PARALLEL,DOUBLE,ALL,18 Years,65 Years,True,Clinical trials of IBI3040 with single-dose administration in healthy participants and multiple-dose administration in overweight or obese participants.,2026-08-30,MAD: subcutaneous injection in the abdomen; SAD: subcutaneous injection in the abdomen,SAD: The incidence rate of adverse events (AE); SAD: The incidence rate of serious adverse events (SAE); SAD: Number of subjects with clinically significant changes in physical examination results; SAD: Number of subjects with clinically significant changes in vital signs; SAD: Number of participants with abnormal laboratory tests results; SAD: Number of subjects with clinically significant changes in twelve-lead electrocardiogram; MAD: The incidence rate of adverse events (AE); MAD: The incidence rate of serious adverse events (SAE); MAD: Number of subjects with clinically significant changes in physical examination results; MAD: Number of subjects with clinically significant changes in vital signs; MAD: Number of participants with abnormal laboratory tests results; MAD: Number of subjects with clinically significant changes in twelve-lead electrocardiogram,"through study completion, an average of 60 days; through study completion, an average of 20 weeks","Vital signs including body temperature, pulse, respiratory rate and blood pressure; laboratory tests including Blood routine、Blood Biochemistry (including blood lipids)、Coagulation routine、Urine routine、blood amylase、blood lipase、Pregnancy test、Calcitonin and Glycated hemoglobin (HbA1c)","clinical trials of ibi3040 in healthy participants and overweight or obese participants a phase i clinical trial evaluating the safety, tolerability, pharmacokinetic, and pharmacodynamic characteristics of a single subcutaneous administration of ibi3040 in healthy participants and multiple subcutaneous administrations in overweight or obese participants healthy participants; overweight or obese participants clinical trials of ibi3040 with single-dose administration in healthy participants and multiple-dose administration in overweight or obese participants. mad: subcutaneous injection in the abdomen; sad: subcutaneous injection in the abdomen sad: the incidence rate of adverse events (ae); sad: the incidence rate of serious adverse events (sae); sad: number of subjects with clinically significant changes in physical examination results; sad: number of subjects with clinically significant changes in vital signs; sad: number of participants with abnormal laboratory tests results; sad: number of subjects with clinically significant changes in twelve-lead electrocardiogram; mad: the incidence rate of adverse events (ae); mad: the incidence rate of serious adverse events (sae); mad: number of subjects with clinically significant changes in physical examination results; mad: number of subjects with clinically significant changes in vital signs; mad: number of participants with abnormal laboratory tests results; mad: number of subjects with clinically significant changes in twelve-lead electrocardiogram vital signs including body temperature, pulse, respiratory rate and blood pressure; laboratory tests including blood routine、blood biochemistry (including blood lipids)、coagulation routine、urine routine、blood amylase、blood lipase、pregnancy test、calcitonin and glycated hemoglobin (hba1c)",False,False,"sad: the incidence rate of adverse events (ae); sad: the incidence rate of serious adverse events (sae); sad: number of subjects with clinically significant changes in physical examination results; sad: number of subjects with clinically significant changes in vital signs; sad: number of participants with abnormal laboratory tests results; sad: number of subjects with clinically significant changes in twelve-lead electrocardiogram; mad: the incidence rate of adverse events (ae); mad: the incidence rate of serious adverse events (sae); mad: number of subjects with clinically significant changes in physical examination results; mad: number of subjects with clinically significant changes in vital signs; mad: number of participants with abnormal laboratory tests results; mad: number of subjects with clinically significant changes in twelve-lead electrocardiogram vital signs including body temperature, pulse, respiratory rate and blood pressure; laboratory tests including blood routine、blood biochemistry (including blood lipids)、coagulation routine、urine routine、blood amylase、blood lipase、pregnancy test、calcitonin and glycated hemoglobin (hba1c)",False,False,True,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,Industry early-phase development study in an obesity/overweight population,MANUAL_REVIEW,Phase 1,2,Active / recruiting,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,2,2,2,0,True,2026-08-30,2026,8,30,DAY,2026 YTD,2026-08-30,BEFORE_SNAPSHOT,True
NCT05285397,Effect of Liraglutide on Weight Loss in Patients Who Have Undergone Revisional Bariatric Surgeries.,Liraglutide's Effect on Weight Loss in Patients After Secondary Bariatric Surgery ; a Randomized Double-blind Controlled Study.,,UNKNOWN,2022-03-10,,,2022-03-17,2022-03-17,60.0,ESTIMATED,"General Committee of Teaching Hospitals and Institutes, Egypt",OTHER_GOV,Morbid Obesity,TREATMENT,RANDOMIZED,PARALLEL,DOUBLE,ALL,,,False,Our primary objective is to assess the effect of Liraglutide on weight loss in patients who have undergone secondary bariatric surgeries. We set out to assess if Liraglutide is a viable option to augment weight loss in said category.,2022-03-10,Liraglutide Pen Injector [Saxenda],Percentage Total weight loss; Percentage Excess body weight loss,6 months,,effect of liraglutide on weight loss in patients who have undergone revisional bariatric surgeries. liraglutide's effect on weight loss in patients after secondary bariatric surgery ; a randomized double-blind controlled study. morbid obesity our primary objective is to assess the effect of liraglutide on weight loss in patients who have undergone secondary bariatric surgeries. we set out to assess if liraglutide is a viable option to augment weight loss in said category. liraglutide pen injector [saxenda] percentage total weight loss; percentage excess body weight loss ,True,True,percentage total weight loss; percentage excess body weight loss ,True,True,False,False,True,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,Direct obesity/weight-treatment evidence outweighs contextual exclusion signal,MANUAL_REVIEW,Not applicable / not reported,8,Unknown,"General Committee of Teaching Hospitals and Institutes, Egypt",OTHER_GOV,1,1,1,1,False,2022-03-10,2022,3,10,DAY,2022,2022-03-10,BEFORE_SNAPSHOT,True
NCT07784270,A Study to Evaluate Effect of AZD6234 in Adult Participants With Type 2 Diabetes Mellitus and Obesity or Overweight,"A Phase III Randomized, Double-Blind, Placebo-Controlled Multicentre Trial to Evaluate the Efficacy and Safety of AZD6234 in Participants With Type 2 Diabetes Mellitus and Obesity or Overweight (SELENE 2)",PHASE3,NOT_YET_RECRUITING,2026-08-21,2028-08-09,2028-08-09,2026-08-25,2026-08-25,1500.0,ESTIMATED,AstraZeneca,INDUSTRY,"Obesity or Overweight; Diabetes Mellitus, Type 2",TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,18 Years,,False,The study will evaluate how well AZD6234 works and how safe it is in adults with excess weight or obesity. Efficacy of AZD6234 will be compared to placebo in percent body weight change from baseline at 68 weeks of treatment,2026-08-21,AZD6234; Placebo,Percent change in body weight from baseline at 68 weeks of treatment.,68 weeks,To evaluate the effect of AZD6234 compared to placebo in percent body weight change,"a study to evaluate effect of azd6234 in adult participants with type 2 diabetes mellitus and obesity or overweight a phase iii randomized, double-blind, placebo-controlled multicentre trial to evaluate the efficacy and safety of azd6234 in participants with type 2 diabetes mellitus and obesity or overweight (selene 2) obesity or overweight; diabetes mellitus, type 2 the study will evaluate how well azd6234 works and how safe it is in adults with excess weight or obesity. efficacy of azd6234 will be compared to placebo in percent body weight change from baseline at 68 weeks of treatment azd6234; placebo percent change in body weight from baseline at 68 weeks of treatment. to evaluate the effect of azd6234 compared to placebo in percent body weight change",False,False,percent change in body weight from baseline at 68 weeks of treatment. to evaluate the effect of azd6234 compared to placebo in percent body weight change,True,True,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 3,6,Active / recruiting,AstraZeneca,INDUSTRY,1,1,1,1,False,2026-08-21,2026,8,21,DAY,2026 YTD,2026-08-21,BEFORE_SNAPSHOT,True
